Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,Mo Sold,Yr Sold,SalePrice,SalePrice_log
-1.7314597647918772,-0.997163528593483,-0.8770048363210593,3.375741684922257,2.7443807281109063,-0.06725371171123777,-0.5067184252539721,-0.3755370142911952,-1.1634881302484883,0.061046046562962614,3,3,3,4,3,3,0.4312234050471074,0,-0.2939182393505505,-0.26910524127625296,0.06449187040808138,2,1.267003337699396,-0.7831853135907442,-0.10100493596546713,0.3092650614142043,1.084375647541021,-0.24922024328289993,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,3,0.35416673338464155,8,2.1621800494542995,4,-0.7323842376237217,3,0.3065894971646573,0.25667301909749457,3,3,1,0.9201213073107155,0.2144086130638208,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,-0.08942227838639759,-0.4480574389864128,1.6784989953969243,215000,0.6316897093060498
-1.7302774774823573,-0.996904173246639,-0.8770048363210593,0.5149517856033555,0.18709726495376833,-0.776078802768527,0.39309065716671826,-0.34246844868822607,-1.11554196603662,-0.5660393675765791,3,3,3,3,0,2,0.05576008383656478,1,0.5575822965488725,-0.6583187852137184,-0.38503190917578084,3,-0.6726430144946557,-0.7831853135907442,-0.10100493596546713,-1.1944270494036793,-0.8215755505964664,-0.24922024328289993,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,3,-0.9175348950675649,8,-0.9251433155072492,0,-0.6920980172160038,1,-1.0086480236149116,1.1963251093489504,3,3,2,0.3660608207986128,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,1.8545298777215957,-0.06303104887737992,0,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,105000,-1.126954005688366
-1.7290951901728373,-0.9968990327749095,-0.8770048363210593,0.5618499806741571,0.5228137013271369,-0.06725371171123777,0.39309065716671826,-0.4416741454971335,-1.2593804586722255,0.03865013891512183,3,3,3,3,0,4,1.0547999151277745,0,-0.2939182393505505,-0.34876883214064647,0.6298020780665748,3,0.4324449730053764,-0.7831853135907442,-0.10100493596546713,-0.33771825468770084,-0.8215755505964664,-0.24922024328289993,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,4,-0.2816840808414617,8,-0.9251433155072492,0,-0.8129566784391575,1,-1.0086480236149116,-0.7481034734486166,3,3,2,2.3685937220494977,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,21.98572513839976,-0.07960156016794817,1.6784989953969243,172000,0.08412050310403638
-1.7279129028633176,-0.9968883278750195,-0.8770048363210593,1.1246283215237771,0.1284579479010287,0.6415713793460515,-0.5067184252539721,-0.11098848946744196,-0.7799188165535402,-0.5660393675765791,4,3,3,3,0,4,1.366588170168108,0,-0.2939182393505505,1.1056607267835667,2.402923653091809,5,2.425686816510053,-0.7831853135907442,-0.10100493596546713,1.207523243402782,1.084375647541021,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,5,0.9900175476107448,8,2.1621800494542995,3,-0.41009447436197854,3,0.3065894971646573,0.2287625609712137,3,3,2,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,-0.08942227838639759,-0.8165133178048775,1.6784989953969243,244000,0.9421808597457473
-1.7267306155537976,-0.9929032434099647,0.06128506113503774,0.2335626151785456,0.46734750749153686,-0.776078802768527,-0.5067184252539721,0.8479999130186635,0.6584661098025154,-0.5660393675765791,3,3,4,3,0,5,0.7649685794564786,0,-0.2939182393505505,-0.9610404304984139,-0.2805970916967018,4,-0.5909736944022747,0.8534315587051652,-0.10100493596546713,0.2558444206351479,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,3,-0.2816840808414617,8,0.6185183669735254,3,0.7582059174618405,3,0.3065894971646573,0.04269284012934125,3,3,2,0.935951606925347,-0.20057906277442825,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,-0.08942227838639759,-1.184969196623342,1.6784989953969243,189900,0.3270630099459182
-1.7255483282442778,-0.9929031374208569,0.06128506113503774,0.42115539546175224,-0.02156731780533106,-0.06725371171123777,0.39309065716671826,0.8810684786216327,0.6584661098025154,-0.4540598293373752,3,3,3,3,0,5,0.3499828033816683,0,-0.2939182393505505,-0.5354092450229399,-0.2851377359349226,5,-0.5960780269080485,0.7997337155342581,-0.10100493596546713,0.20638086435824385,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,4,0.35416673338464155,8,0.6185183669735254,4,0.7984921378695584,3,0.3065894971646573,-0.01312807612322048,3,3,2,2.107393778408078,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,195500,0.3983797634022125
-1.7243660409347579,-0.9927859134676041,1.4687199073191832,-1.314077822157909,-0.6635536070970127,1.3503964704033409,-0.5067184252539721,0.9802741754305402,0.802304602438121,-0.5660393675765791,4,3,4,3,1,5,0.3807224904983209,0,-0.2939182393505505,0.3704795882350208,0.6502349771385685,5,0.4554144692813586,-0.7831853135907442,-0.10100493596546713,-0.31991137442801537,1.084375647541021,-0.24922024328289993,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,4,-0.2816840808414617,8,-0.9251433155072492,0,0.9193507990927121,3,0.3065894971646573,0.5078671422340223,3,3,2,-0.7420601522255925,-0.704492669149445,2.292105426627756,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,-0.08942227838639759,-0.8165133178048775,1.6784989953969243,213500,0.6145095528514996
-1.723183753625238,-0.9926908942324405,1.4687199073191832,-1.2202814320163058,-0.6527649881587382,1.3503964704033409,-0.5067184252539721,0.6826570850038177,0.37078912453130425,-0.5660393675765791,4,3,4,3,0,4,-0.39435676322870555,0,-0.2939182393505505,1.041929854092052,0.5185562942301645,5,0.3073888266139178,-0.7831853135907442,-0.10100493596546713,-0.4346668249904328,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,4,-0.9175348950675649,8,-0.9251433155072492,0,0.556774815423251,2,0.3065894971646573,0.1543346726344647,3,3,2,-0.7420601522255925,0.510828381519713,-0.3588380041723937,-0.1031343162481333,2.282506737995107,-0.06303104887737992,0,-0.08942227838639759,-1.9218809542602713,1.6784989953969243,191500,0.34765159491360337
-1.7220014663157182,-0.9926858597498188,1.4687199073191832,-1.4078742122995125,-0.604025815543474,1.3503964704033409,-0.5067184252539721,0.7818627818127252,0.5625737813787783,-0.5660393675765791,4,3,4,3,0,5,1.61909274291204,0,-0.2939182393505505,-0.3282839087755167,1.2337077617499452,5,1.1649166875839196,-0.7831853135907442,-0.10100493596546713,0.2301233713711578,1.084375647541021,-0.24922024328289993,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,4,-0.9175348950675649,8,0.6185183669735254,3,0.6776334766464047,2,0.3065894971646573,0.6288124607812394,3,3,2,1.1338303521082407,1.5482975711153357,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,-0.08942227838639759,-1.184969196623342,1.6784989953969243,236500,0.865570364223441
-1.7208191790061982,-0.992600538518021,0.06128506113503774,-0.4230121158126776,-0.3360872910882072,0.6415713793460515,-0.5067184252539721,0.9141370442246018,0.7064122740143839,-0.5660393675765791,3,3,3,3,0,0,-0.9718237426343939,0,-0.2939182393505505,0.9895794943811648,-0.13075583183541434,4,-0.3357570691135836,1.0285332212189928,-0.10100493596546713,0.6020893145734764,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,4,0.35416673338464155,8,0.6185183669735254,3,0.8387783582772763,3,0.3065894971646573,-0.14337688071253119,3,3,2,0.3660608207986128,0.1847666362182316,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,189000,0.3154055652624801
